pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
9,14,411,4,0,
9,14,416,4,0,
9,14,430,4,0,
9,14,479,4,0,
9,14,496,4,0,
9,14,503,4,0,
9,14,523,4,0,
9,14,525,4,0,
10,14,33,1,1,1
10,14,81,1,1,2
10,14,450,1,15,
10,14,173,3,0,
10,14,450,3,0,
10,14,527,3,0,
11,14,106,1,1,
11,14,106,1,7,
11,14,334,3,0,
11,14,450,3,0,
11,14,527,3,0,
12,14,93,1,1,
12,14,93,1,10,
12,14,77,1,12,1
12,14,78,1,12,2
12,14,79,1,12,3
12,14,16,1,16,
12,14,48,1,18,
12,14,18,1,22,
12,14,60,1,24,
12,14,318,1,28,
12,14,366,1,30,
12,14,476,1,34,
12,14,219,1,36,
12,14,445,1,40,
12,14,405,1,42,
12,14,483,1,46,
12,14,173,3,0,
12,14,202,3,0,
12,14,214,3,0,
12,14,285,3,0,
12,14,324,3,0,
12,14,355,3,0,
12,14,366,3,0,
12,14,450,3,0,
12,14,527,3,0,
12,14,63,4,0,
12,14,76,4,0,
12,14,92,4,0,
12,14,94,4,0,
12,14,104,4,0,
12,14,138,4,0,
12,14,148,4,0,
12,14,156,4,0,
12,14,164,4,0,
12,14,168,4,0,
12,14,182,4,0,
12,14,207,4,0,
12,14,213,4,0,
12,14,216,4,0,
12,14,218,4,0,
12,14,219,4,0,
12,14,237,4,0,
12,14,240,4,0,
12,14,241,4,0,
12,14,244,4,0,
12,14,247,4,0,
12,14,263,4,0,
12,14,332,4,0,
12,14,369,4,0,
12,14,412,4,0,
12,14,416,4,0,
12,14,474,4,0,
12,14,496,4,0,
12,14,512,4,0,
12,14,522,4,0,
13,14,40,1,1,1
13,14,81,1,1,2
13,14,450,1,15,
13,14,450,3,0,
13,14,527,3,0,
14,14,106,1,1,
14,14,106,1,7,
14,14,334,3,0,
14,14,450,3,0,
14,14,527,3,0,
15,14,31,1,1,
15,14,31,1,10,
15,14,116,1,13,
15,14,41,1,16,
15,14,99,1,19,
15,14,228,1,22,
15,14,390,1,25,
15,14,42,1,28,
15,14,97,1,31,
15,14,372,1,34,
15,14,398,1,37,
15,14,283,1,40,
15,14,173,3,0,
15,14,202,3,0,
15,14,214,3,0,
15,14,282,3,0,
15,14,283,3,0,
15,14,355,3,0,
15,14,366,3,0,
15,14,450,3,0,
15,14,527,3,0,
15,14,529,3,0,
15,14,14,4,0,
15,14,15,4,0,
15,14,63,4,0,
15,14,76,4,0,
15,14,92,4,0,
15,14,104,4,0,
15,14,148,4,0,
15,14,156,4,0,
15,14,164,4,0,
15,14,168,4,0,
15,14,182,4,0,
15,14,188,4,0,
15,14,206,4,0,
15,14,207,4,0,
15,14,213,4,0,
15,14,216,4,0,
15,14,218,4,0,
15,14,237,4,0,
15,14,241,4,0,
15,14,249,4,0,
15,14,263,4,0,
15,14,280,4,0,
15,14,332,4,0,
15,14,369,4,0,
15,14,371,4,0,
15,14,398,4,0,
15,14,404,4,0,
15,14,416,4,0,
15,14,474,4,0,
15,14,496,4,0,
15,14,512,4,0,
15,14,522,4,0,
16,14,33,1,1,
16,14,28,1,5,
16,14,16,1,9,
16,14,98,1,13,
16,14,18,1,17,
16,14,239,1,21,
16,14,297,1,25,
16,14,97,1,29,
16,14,17,1,33,
16,14,355,1,37,
16,14,366,1,41,
16,14,119,1,45,
16,14,403,1,49,
16,14,542,1,53,
16,14,185,2,0,
16,14,193,2,0,
16,14,211,2,0,
16,14,228,2,0,
16,14,253,2,0,
16,14,314,2,0,
16,14,403,2,0,
16,14,413,2,0,
16,14,432,2,0,
16,14,173,3,0,
16,14,214,3,0,
16,14,253,3,0,
16,14,257,3,0,
16,14,355,3,0,
16,14,366,3,0,
16,14,19,4,0,
16,14,92,4,0,
16,14,104,4,0,
16,14,156,4,0,
16,14,164,4,0,
16,14,168,4,0,
16,14,182,4,0,
16,14,207,4,0,
16,14,213,4,0,
16,14,216,4,0,
16,14,218,4,0,
16,14,237,4,0,
16,14,240,4,0,
16,14,241,4,0,
16,14,263,4,0,
16,14,332,4,0,
16,14,365,4,0,
16,14,369,4,0,
16,14,496,4,0,
16,14,526,4,0,
17,14,33,1,1,1
17,14,28,1,1,2
17,14,16,1,1,3
17,14,28,1,5,
17,14,16,1,9,
17,14,98,1,13,
17,14,18,1,17,
17,14,239,1,22,
17,14,297,1,27,
17,14,97,1,32,
17,14,17,1,37,
17,14,355,1,42,
17,14,366,1,47,
17,14,119,1,52,
17,14,403,1,57,
17,14,542,1,62,
17,14,173,3,0,
17,14,214,3,0,
17,14,253,3,0,
17,14,257,3,0,
17,14,355,3,0,
17,14,366,3,0,
17,14,19,4,0,
17,14,92,4,0,
17,14,104,4,0,
17,14,156,4,0,
17,14,164,4,0,
17,14,168,4,0,
17,14,182,4,0,
17,14,207,4,0,
17,14,213,4,0,
17,14,216,4,0,
17,14,218,4,0,
17,14,237,4,0,
17,14,240,4,0,
17,14,241,4,0,
17,14,263,4,0,
17,14,332,4,0,
17,14,365,4,0,
17,14,369,4,0,
17,14,496,4,0,
17,14,526,4,0,
18,14,33,1,1,1
18,14,28,1,1,2
18,14,16,1,1,3
18,14,98,1,1,4
18,14,28,1,5,
18,14,16,1,9,
18,14,98,1,13,
18,14,18,1,17,
18,14,239,1,22,
18,14,297,1,27,
18,14,97,1,32,
18,14,17,1,38,
18,14,355,1,44,
18,14,366,1,50,
18,14,119,1,56,
18,14,403,1,62,
18,14,542,1,68,
18,14,143,3,0,
18,14,173,3,0,
18,14,214,3,0,
18,14,253,3,0,
18,14,257,3,0,
18,14,355,3,0,
18,14,366,3,0,
18,14,19,4,0,
18,14,63,4,0,
18,14,92,4,0,
18,14,104,4,0,
18,14,156,4,0,
18,14,164,4,0,
18,14,168,4,0,
18,14,182,4,0,
18,14,207,4,0,
18,14,213,4,0,
18,14,216,4,0,
18,14,218,4,0,
18,14,237,4,0,
18,14,240,4,0,
18,14,241,4,0,
18,14,263,4,0,
18,14,332,4,0,
18,14,365,4,0,
18,14,369,4,0,
18,14,416,4,0,
18,14,496,4,0,
18,14,526,4,0,
19,14,33,1,1,1
19,14,39,1,1,2
19,14,98,1,4,
19,14,116,1,7,
19,14,44,1,10,
19,14,228,1,13,
19,14,158,1,16,
19,14,389,1,19,
19,14,242,1,22,
19,14,372,1,25,
19,14,162,1,28,
19,14,38,1,31,
19,14,283,1,34,
19,14,44,2,0,
19,14,68,2,0,
19,14,103,2,0,
19,14,154,2,0,
19,14,172,2,0,
19,14,179,2,0,
19,14,253,2,0,
19,14,279,2,0,
19,14,382,2,0,
19,14,387,2,0,
19,14,515,2,0,
19,14,162,3,0,
19,14,173,3,0,
19,14,196,3,0,
19,14,214,3,0,
19,14,231,3,0,
19,14,253,3,0,
19,14,283,3,0,
19,14,343,3,0,
19,14,387,3,0,
19,14,428,3,0,
19,14,15,4,0,
19,14,58,4,0,
19,14,59,4,0,
19,14,85,4,0,
19,14,86,4,0,
19,14,87,4,0,
19,14,91,4,0,
19,14,92,4,0,
19,14,104,4,0,
19,14,156,4,0,
19,14,164,4,0,
19,14,168,4,0,
19,14,182,4,0,
19,14,207,4,0,
19,14,213,4,0,
19,14,216,4,0,
19,14,218,4,0,
19,14,237,4,0,
19,14,240,4,0,
19,14,241,4,0,
19,14,247,4,0,
19,14,249,4,0,
19,14,263,4,0,
19,14,269,4,0,
19,14,365,4,0,
19,14,369,4,0,
19,14,447,4,0,
19,14,451,4,0,
19,14,496,4,0,
19,14,514,4,0,
19,14,526,4,0,
19,14,528,4,0,
20,14,14,1,1,1
20,14,33,1,1,2
20,14,39,1,1,3
20,14,98,1,1,4
20,14,116,1,1,5
20,14,98,1,4,
20,14,116,1,7,
20,14,44,1,10,
20,14,228,1,13,
20,14,158,1,16,
20,14,389,1,19,
20,14,184,1,20,
20,14,242,1,24,
20,14,372,1,29,
20,14,162,1,34,
20,14,38,1,39,
20,14,283,1,44,
20,14,162,3,0,
20,14,173,3,0,
20,14,196,3,0,
20,14,214,3,0,
20,14,231,3,0,
20,14,253,3,0,
20,14,283,3,0,
20,14,343,3,0,
20,14,387,3,0,
20,14,428,3,0,
20,14,14,4,0,
20,14,15,4,0,
20,14,46,4,0,
20,14,58,4,0,
20,14,59,4,0,
20,14,63,4,0,
20,14,70,4,0,
20,14,85,4,0,
20,14,86,4,0,
20,14,87,4,0,
20,14,91,4,0,
20,14,92,4,0,
20,14,104,4,0,
20,14,156,4,0,
20,14,164,4,0,
20,14,168,4,0,
20,14,182,4,0,
20,14,207,4,0,
20,14,213,4,0,
20,14,216,4,0,
20,14,218,4,0,
20,14,237,4,0,
20,14,240,4,0,
20,14,241,4,0,
20,14,247,4,0,
20,14,249,4,0,
20,14,263,4,0,
20,14,269,4,0,
20,14,365,4,0,
20,14,369,4,0,
20,14,416,4,0,
20,14,447,4,0,
20,14,451,4,0,
20,14,496,4,0,
20,14,514,4,0,
20,14,526,4,0,
20,14,528,4,0,
21,14,64,1,1,1
21,14,45,1,1,2
21,14,43,1,5,
21,14,31,1,9,
21,14,228,1,13,
21,14,332,1,17,
21,14,119,1,21,
21,14,97,1,25,
21,14,372,1,29,
21,14,355,1,33,
21,14,65,1,37,
21,14,13,2,0,
21,14,18,2,0,
21,14,98,2,0,
21,14,143,2,0,
21,14,161,2,0,
21,14,184,2,0,
21,14,185,2,0,
21,14,211,2,0,
21,14,253,2,0,
21,14,297,2,0,
21,14,310,2,0,
21,14,143,3,0,
21,14,173,3,0,
21,14,214,3,0,
21,14,253,3,0,
21,14,257,3,0,
21,14,355,3,0,
21,14,366,3,0,
21,14,529,3,0,
21,14,19,4,0,
21,14,92,4,0,
21,14,104,4,0,
21,14,156,4,0,
21,14,164,4,0,
21,14,168,4,0,
21,14,182,4,0,
21,14,206,4,0,
21,14,207,4,0,
21,14,213,4,0,
21,14,216,4,0,
21,14,218,4,0,
21,14,237,4,0,
21,14,240,4,0,
21,14,241,4,0,
21,14,263,4,0,
21,14,332,4,0,
21,14,365,4,0,
21,14,369,4,0,
21,14,496,4,0,
21,14,497,4,0,
21,14,526,4,0,
22,14,365,1,1,1
22,14,64,1,1,2
22,14,45,1,1,3
22,14,43,1,1,4
22,14,31,1,1,5
22,14,43,1,5,
22,14,31,1,9,
22,14,228,1,13,
22,14,332,1,17,
22,14,119,1,23,
22,14,97,1,29,
22,14,372,1,35,
22,14,355,1,41,
22,14,65,1,47,
22,14,529,1,53,
22,14,143,3,0,
22,14,173,3,0,
22,14,214,3,0,
22,14,253,3,0,
22,14,257,3,0,
22,14,355,3,0,
22,14,366,3,0,
22,14,529,3,0,
22,14,19,4,0,
22,14,63,4,0,
22,14,92,4,0,
22,14,104,4,0,
22,14,156,4,0,
22,14,164,4,0,
22,14,168,4,0,
22,14,182,4,0,
22,14,206,4,0,
22,14,207,4,0,
22,14,213,4,0,
22,14,216,4,0,
22,14,218,4,0,
22,14,237,4,0,
22,14,240,4,0,
22,14,241,4,0,
22,14,263,4,0,
22,14,332,4,0,
22,14,365,4,0,
22,14,369,4,0,
22,14,416,4,0,
22,14,496,4,0,
22,14,497,4,0,
22,14,526,4,0,
23,14,35,1,1,1
23,14,43,1,1,2
23,14,40,1,4,
23,14,44,1,9,
23,14,137,1,12,
23,14,103,1,17,
23,14,51,1,20,
23,14,254,1,25,1
23,14,256,1,25,2
23,14,255,1,25,3
23,14,491,1,28,
23,14,426,1,33,
23,14,380,1,36,
23,14,114,1,41,
23,14,489,1,44,
23,14,441,1,49,
23,14,21,2,0,
23,14,50,2,0,
23,14,180,2,0,
23,14,184,2,0,
23,14,228,2,0,
23,14,231,2,0,
23,14,251,2,0,
23,14,289,2,0,
23,14,305,2,0,
23,14,342,2,0,
23,14,389,2,0,
23,14,415,2,0,
23,14,20,3,0,
23,14,173,3,0,
23,14,180,3,0,
23,14,202,3,0,
23,14,214,3,0,
23,14,231,3,0,
23,14,289,3,0,
23,14,380,3,0,
23,14,399,3,0,
23,14,401,3,0,
23,14,402,3,0,
23,14,441,3,0,
23,14,70,4,0,
23,14,89,4,0,
23,14,91,4,0,
23,14,92,4,0,
23,14,104,4,0,
23,14,156,4,0,
23,14,157,4,0,
23,14,164,4,0,
23,14,168,4,0,
23,14,182,4,0,
23,14,188,4,0,
23,14,207,4,0,
23,14,213,4,0,
23,14,216,4,0,
23,14,218,4,0,
23,14,237,4,0,
23,14,240,4,0,
23,14,241,4,0,
23,14,259,4,0,
23,14,263,4,0,
23,14,317,4,0,
23,14,371,4,0,
23,14,398,4,0,
23,14,474,4,0,
23,14,482,4,0,
23,14,496,4,0,
23,14,523,4,0,
24,14,423,1,1,1
24,14,422,1,1,2
24,14,424,1,1,3
24,14,35,1,1,4
24,14,43,1,1,5
24,14,40,1,1,6
24,14,44,1,1,7
24,14,40,1,4,
24,14,44,1,9,
24,14,137,1,12,
24,14,103,1,17,
24,14,51,1,20,
24,14,242,1,22,
24,14,254,1,27,1
24,14,256,1,27,2
24,14,255,1,27,3
24,14,491,1,32,
24,14,426,1,39,
24,14,380,1,44,
24,14,114,1,51,
24,14,489,1,56,
24,14,441,1,63,
24,14,20,3,0,
24,14,173,3,0,
24,14,180,3,0,
24,14,202,3,0,
24,14,214,3,0,
24,14,231,3,0,
24,14,289,3,0,
24,14,380,3,0,
24,14,399,3,0,
24,14,401,3,0,
24,14,402,3,0,
24,14,441,3,0,
24,14,63,4,0,
24,14,70,4,0,
24,14,89,4,0,
24,14,91,4,0,
24,14,92,4,0,
24,14,104,4,0,
24,14,156,4,0,
24,14,157,4,0,
24,14,164,4,0,
24,14,168,4,0,
24,14,182,4,0,
24,14,188,4,0,
24,14,207,4,0,
24,14,213,4,0,
24,14,216,4,0,
24,14,218,4,0,
24,14,237,4,0,
24,14,240,4,0,
24,14,241,4,0,
24,14,259,4,0,
24,14,263,4,0,
24,14,317,4,0,
24,14,371,4,0,
24,14,398,4,0,
24,14,416,4,0,
24,14,474,4,0,
24,14,482,4,0,
24,14,496,4,0,
24,14,523,4,0,
24,14,525,4,0,
25,14,45,1,1,1
25,14,84,1,1,2
25,14,39,1,5,
25,14,86,1,10,
25,14,98,1,13,
25,14,486,1,18,
25,14,104,1,21,
25,14,21,1,26,
25,14,85,1,29,
25,14,364,1,34,
25,14,97,1,37,
25,14,435,1,42,
25,14,113,1,45,
25,14,87,1,50,
25,14,9,3,0,
25,14,173,3,0,
25,14,214,3,0,
25,14,231,3,0,
25,14,270,3,0,
25,14,282,3,0,
25,14,324,3,0,
25,14,343,3,0,
25,14,393,3,0,
25,14,70,4,0,
25,14,85,4,0,
25,14,86,4,0,
25,14,87,4,0,
25,14,91,4,0,
25,14,92,4,0,
25,14,104,4,0,
25,14,113,4,0,
25,14,148,4,0,
25,14,156,4,0,
25,14,164,4,0,
25,14,182,4,0,
25,14,207,4,0,
25,14,213,4,0,
25,14,216,4,0,
25,14,218,4,0,
25,14,237,4,0,
25,14,240,4,0,
25,14,249,4,0,
25,14,263,4,0,
25,14,280,4,0,
25,14,374,4,0,
25,14,447,4,0,
25,14,451,4,0,
25,14,496,4,0,
25,14,497,4,0,
25,14,521,4,0,
25,14,528,4,0,
26,14,84,1,1,1
26,14,39,1,1,2
26,14,98,1,1,3
26,14,85,1,1,4
26,14,9,3,0,
26,14,173,3,0,
26,14,214,3,0,
26,14,231,3,0,
26,14,270,3,0,
26,14,282,3,0,
26,14,324,3,0,
26,14,343,3,0,
26,14,393,3,0,
26,14,63,4,0,
26,14,70,4,0,
26,14,85,4,0,
26,14,86,4,0,
26,14,87,4,0,
26,14,91,4,0,
26,14,92,4,0,
26,14,104,4,0,
26,14,113,4,0,
26,14,148,4,0,
26,14,156,4,0,
26,14,164,4,0,
26,14,168,4,0,
26,14,182,4,0,
26,14,207,4,0,
26,14,213,4,0,
26,14,216,4,0,
26,14,218,4,0,
26,14,237,4,0,
26,14,240,4,0,
26,14,249,4,0,
26,14,263,4,0,
26,14,280,4,0,
26,14,374,4,0,
26,14,411,4,0,
26,14,416,4,0,
26,14,447,4,0,
26,14,451,4,0,
26,14,496,4,0,
26,14,497,4,0,
26,14,521,4,0,
26,14,528,4,0,
27,14,10,1,1,1
27,14,111,1,1,2
27,14,28,1,3,
27,14,40,1,5,
27,14,205,1,7,
27,14,229,1,9,
27,14,129,1,11,
27,14,210,1,14,
27,14,222,1,17,
27,14,154,1,20,
27,14,328,1,23,
27,14,163,1,26,
27,14,91,1,30,
27,14,360,1,34,
27,14,14,1,38,
27,14,201,1,42,
27,14,89,1,46,
27,14,68,2,0,
27,14,175,2,0,
27,14,203,2,0,
27,14,229,2,0,
27,14,232,2,0,
27,14,306,2,0,
27,14,341,2,0,
27,14,400,2,0,
27,14,431,2,0,
27,14,498,2,0,
27,14,162,3,0,
27,14,173,3,0,
27,14,214,3,0,
27,14,231,3,0,
27,14,282,3,0,
